Pheno_code,ShapValues_cv,TotalGain_cv,TotalCover_cv,Ensemble,FieldID,Path,Category,FieldName,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Notes
23130-0.0,0.000206478,0.000163647,0.000777778,0.000382634,23130,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Trunk predicted mass,492686,561703,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Trunk predicted mass in Kg, 0.1 increments."
23114-0.0,0.000340126,0.000160791,0.000711111,0.000404009,23114,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg predicted mass (right),493021,562109,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right leg predicted mass. in Kg, 0.1 increments."
826-0.0,0.000572813,0.000152052,0.000666667,0.000463844,826,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment,100064,Job involves shift work,288418,315178,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your work involve shift work?\"" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Shift work is a work schedule that falls outside of the normal daytime working hours of 9am-5pm.  This may involve working afternoons"
5057-0.0,0.000728242,0.000150856,0.000911111,0.000596737,5057,UK Biobank Assessment Centre > Touchscreen > Family history,100034,Number of older siblings,187519,214417,Complete,Integer,,Data,Primary,Unisex,4,1,This question was introduced part way through fieldwork in April 2009.  ACE touchscreen question \How many OLDER brothers/sisters do you have? (Please include those who have died
2306-0.0,0.0003862,0.000140609,0.000644444,0.000390418,2306,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Weight change compared with 1 year ago,501581,574007,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Compared with one year ago
23105-0.0,0.000394993,0.000140577,0.000755556,0.000430375,23105,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Basal metabolic rate,493057,562151,Complete,Continuous,KJ,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Basal metabolic rate Return value in Kilo- Joules.
3426-0.0,0.000204709,0.000140474,0.000622222,0.000322468,3426,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment,100064,Job involves night shift work,51662,54337,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your work involve night shifts?\""  If the participant activated the Help button they were shown the message:        If you have more than one 'current job' then answer this question  for your MAIN job only.  Night shifts are a work schedule that involves working through the  normal sleeping hours"
20448-0.0,0.000920639,0.000131816,0.000311111,0.000454522,20448,Online follow-up > Mental health > Depression,138,Professional informed about depression,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Did you ever tell a professional about these problems (medical doctor
20459-0.0,0.000192313,0.000130371,0.000711111,0.000344598,20459,Online follow-up > Mental health > Happiness and subjective well-being,147,General happiness with own health,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \In general how happy are you with your HEALTH?\"""""
20405-0.0,0.000106709,0.000130348,0.000311111,0.000182723,20405,Online follow-up > Mental health > Alcohol use,142,"Ever had known person concerned about, or recommend reduction of, alcohol consumption",157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Has a relative or friend or a doctor or another health worker been concerned about your drinking or suggested you cut down?\"""""
99999993-0.0,0.000220893,0.000129768,0.0004,0.00025022,99999993,,,PHQ9,,,,,,,,,,,PHQ9
23106-0.0,0.000143042,0.000128372,0.000688889,0.000320101,23106,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Impedance of whole body,493019,562106,Complete,Continuous,ohms,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments.
1379-0.0,0.000240575,0.00012646,0.000666667,0.000344567,1379,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Lamb/mutton intake,501606,574032,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How often do you eat lamb/mutton? (Do not count processed meats)\"" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure"
20540-0.0,9.77E-05,0.00012531,0.000711111,0.000311366,20540,Online follow-up > Mental health > Anxiety,140,Multiple worries during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
23110-0.0,0.000134239,0.000117366,0.000555556,0.000269053,23110,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Impedance of arm (left),493035,562126,Complete,Continuous,ohms,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Impedance of left arm, ohm Measured impedance of left arm. Range 150 - 1200 (ohms) in 1 (ohms) increments."
99999994-0.0,0.000156541,0.000116526,0.000355556,0.000209541,99999994,,,PHQ4,,,,,,,,,,,PHQ4
1498-0.0,0.000204956,0.000115694,0.000688889,0.000336513,1498,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Coffee intake,501604,574030,Complete,Integer,cups/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many cups of coffee do you drink each DAY? (Include decaffeinated coffee)\"" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure"
20431-0.0,0.000156386,0.000115513,0.0004,0.000223967,20431,Online follow-up > Mental health > Addictions,141,Ever addicted to a behaviour or miscellanous,9379,9379,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Have you been addicted to a behaviour (such as gambling) or to anything else we have not mentioned?\""  Question was asked when ~F20401~ was Yes."""
1120-0.0,0.000139497,0.000114356,0.0006,0.000284618,1120,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,100053,Weekly usage of mobile phone in last 3 months,428908,488872,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Over the last 3 months
1080-0.0,0.000125234,0.000114273,0.000622222,0.000287243,1080,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Time spent using computer,498734,570273,Complete,Integer,hours/day,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical DAY
99999999-0.0,0.000126628,0.000111758,0.000422222,0.000220203,99999999,,,Anxiety,,,,,,,,,,,Anxiety
22034-0.0,0.000480108,0.000108052,0.0006,0.000396054,22034,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores,54,Summed minutes activity,402364,402364,Complete,Integer,minutes,Data,Derived,Unisex,1,1,"Sum of mins performing walking, moderate and vigorous activity."
20532-0.0,0.00024457,0.000107434,0.000666667,0.000339557,20532,Online follow-up > Mental health > Depression,138,Did your sleep change?,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did your sleep change?\""  Question was asked when ~F20446~ was Yes or ~F20441~ was Yes."""
4598-0.0,0.002960287,0.000107338,0.0006,0.001222541,4598,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Ever depressed for a whole week,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Looking back over your life
4559-0.0,0.002012336,0.00010572,0.0006,0.000906018,4559,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Family relationship satisfaction,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how satisfied are you with your FAMILY RELATIONSHIPS?\""  Question was introduced part way through fieldwork in April 2009."""
1618-0.0,0.000381512,0.000104235,0.000511111,0.000332286,1618,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Alcohol usually taken with meals,395098,454884,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \When you drink alcohol is it usually with meals?\"" ~F1618~ was collected from participants who indicated they drink alcohol"
5375-0.0,0.000572344,0.000104144,0.000333333,0.000336607,5375,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Longest period of unenthusiasm / disinterest,75964,82745,Complete,Integer,weeks,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many weeks was the longest period when you were uninterested in things or unable to enjoy the things you used to?\""  Question was introduced part way through fieldwork in April 2009.  The following checks were performed:    If answer    If answer > 999 then rejected     ~F5375~ was collected from participants who indicated they have been uninterested in things or unable to enjoy things they used to for at least a week"
6773-2.0,0.000261864,0.000104106,0.000577778,0.000314582,6773,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Interval between previous point and current one in alphanumeric path (trail #2),33524,891405,Accruing,Integer,milliseconds,Data,Derived,Unisex,2,25,Interval between previous point and current one in alphanumeric path (trail #2). Note that these intervals are unlikely to sum to ~F6350~ due to rounding truncation.   If a participant did not complete the trail (as indicated by a zero in ~F6350~) then the number of results for this field will be smaller than the length (25) of the trail.
20418-0.0,0.000283037,0.000101265,0.000511111,0.000298471,20418,Online follow-up > Mental health > Anxiety,140,Impact on normal roles during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Think about your roles at the time of this episode
20548-0.0-9,0.000176837,9.86E-05,0.000355556,0.000210338,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
23127-0.0,0.000286188,9.73E-05,0.000466667,0.000283381,23127,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Trunk fat percentage,492819,561868,Complete,Continuous,percent,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Trunk fat percentages Range 1-75% in 0.1% increments.
22033-0.0,9.21E-05,9.05E-05,0.000422222,0.000201593,22033,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores,54,Summed days activity,414021,414021,Complete,Integer,days,Data,Derived,Unisex,1,1,"Sum of days performing walking, moderate and vigorous activity."
20438-0.0,0.000314788,8.98E-05,0.0004,0.000268208,20438,Online follow-up > Mental health > Depression,138,Duration of worst depression,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \About how long altogether did you feel this way? Count the time before
1717-0.0,0.00026426,8.78E-05,0.000444444,0.000265497,1717,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Skin colour,501591,533588,Complete,Categorical single,,Data,Primary,Unisex,3,1,"ACE touchscreen question \What best describes the colour of your skin without tanning?\""  If the participant activated the Help button they were shown the message:        If you are unsure"
20016-0.0,0.001091965,8.72E-05,0.000488889,0.000556031,20016,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,100027,Fluid intelligence score,205334,233898,Complete,Integer,correct-answers,Data,Derived,Unisex,4,1,This is a simple unweighted sum of the number of correct answers given to the 13 fluid intelligence questions. Participants who did not answer all of the questions within the allotted 2 minute limit are scored as zero for each of the unattempted questions.
20458-0.0,0.000141626,8.69E-05,0.000466667,0.000231725,20458,Online follow-up > Mental health > Happiness and subjective well-being,147,General happiness,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \In general how happy are you?\"""""
20534-0.0,0.0004339,8.64E-05,0.000511111,0.000343794,20534,Online follow-up > Mental health > Depression,138,Sleeping too much,60900,60900,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Was that: [re sleep change] Sleeping too much\""  Question was asked when ~F20532~ was Yes."""
1130-0.0,0.000184998,8.39E-05,0.0004,0.000222951,1130,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,100053,Hands-free device/speakerphone use with mobile phone in last 3 month,428908,488872,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Over the last 3 months
6348-2.0,0.000593607,8.36E-05,0.000511111,0.000396102,6348,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Duration to complete numeric path (trail #1),33992,36778,Accruing,Integer,deciseconds,Data,Primary,Unisex,2,1,Duration to complete numeric path (trail #1)
20520-0.0,0.000395053,7.96E-05,0.000466667,0.000313782,20520,Online follow-up > Mental health > Anxiety,140,Recent worrying too much about different things,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
738-0.0,0.000251058,7.95E-05,0.000466667,0.000265732,738,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,100066,Average total household income before tax,497388,568823,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \What is the average total income before tax received by your HOUSEHOLD?\"" If the participant activated the Help button they were shown the message:     If you are unsure of annual household income here are the weekly and monthly equivalents:  Annual    Monthly   Weekly  less than &pound;18"
1920-0.0,0.000281231,7.70E-05,0.000311111,0.000223125,1920,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Mood swings,501597,574023,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your mood often go up and down?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20548-0.0-3,0.000141212,7.61E-05,8.89E-05,0.000102084,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
20510-0.0,0.000146909,7.40E-05,0.000177778,0.000132893,20510,Online follow-up > Mental health > Depression,138,Recent feelings of depression,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
23125-0.0,0.000174806,7.39E-05,0.000288889,0.000179183,23125,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat-free mass (left),492865,561930,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left arm fat free mass Left arm fat free mass in Kg, 0.1 increments."
4609-0.0,0.000460286,7.28E-05,0.0004,0.000311024,4609,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Longest period of depression,112994,125492,Complete,Integer,weeks,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many weeks was the longest period when you were feeling depressed or down?\""  Question was introduced part way through fieldwork in April 2009.  The following checks were performed:    If answer    If answer > 999 then rejected     ~F4609~ was collected from participants who indicated they have felt depressed or down for at least a whole week"
904-0.0,8.06E-05,7.09E-05,0.000355556,0.000169017,904,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Number of days/week of vigorous physical activity 10+ minutes,501623,574049,Complete,Integer,days/week,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical WEEK
6325-2.0,0.000193421,7.02E-05,0.000422222,0.00022862,6325,UK Biobank Assessment Centre > Cognitive function > Symbol digit substitution,502,Duration to entering symbol choice,,"88,265",Complete,Continuous,,Data,Primary,,,,
20509-0.0,0.000190358,6.99E-05,0.000422222,0.000227494,20509,Online follow-up > Mental health > Anxiety,140,Recent inability to stop or control worrying,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20551-0.0-1,4.77E-05,6.99E-05,0.0004,0.00017252,20551,Online follow-up > Mental health > Addictions,141,Substance of prescription or over-the-counter medication addiction,1317,1430,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Was this addiction or dependence to one of the following? (tick all that apply)\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20503~ was Yes."""
5364-0.0,0.001736589,6.81E-05,0.000266667,0.000690449,5364,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Average weekly intake of other alcoholic drinks,146890,167787,Complete,Integer,glasses,Data,Primary,Unisex,4,1,ACE touchscreen question \In an average WEEK
20530-0.0,7.82E-05,6.63E-05,0.000288889,0.000144493,20530,Online follow-up > Mental health > Traumatic events,145,Witnessed sudden violent death,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \In your life
2030-0.0,0.000158671,6.58E-05,0.000311111,0.000178543,2030,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Guilty feelings,501594,574020,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Are you often troubled by feelings of guilt?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20505-0.0,0.000183685,6.57E-05,0.0004,0.000216449,20505,Online follow-up > Mental health > Anxiety,140,Recent easy annoyance or irritability,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
884-0.0,5.47E-05,6.40E-05,0.000288889,0.000135857,884,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Number of days/week of moderate physical activity 10+ minutes,501623,574049,Complete,Integer,days/week,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical WEEK
20413-0.0,0.000105403,6.39E-05,0.000222222,0.000130516,20413,Online follow-up > Mental health > Alcohol use,142,Frequency of inability to cease drinking in last year,85195,85195,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \How often during the last year have you found that you were not able to stop drinking once you had started?\""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding \""prefer not to answer\"" to one of these trigger questions were scored as 1 for that question."""
23121-0.0,0.000355077,6.34E-05,0.000333333,0.000250607,23121,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat-free mass (right),492947,562019,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right arm fat free mass Right arm fat free mass in Kg, 0.1 increments."
21004-2.0,0.000734368,6.32E-05,0.000377778,0.00039179,21004,UK Biobank Assessment Centre > Cognitive function > Tower rearranging,503,Number of puzzles correct,33328,36035,Accruing,Integer,correct-answers,Data,Derived,Unisex,2,1,"Number of puzzles correct, scored from the participant answers in ~F6312~."
1389-0.0,0.000154714,6.29E-05,0.000222222,0.000146614,1389,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Pork intake,501604,574030,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How often do you eat pork? (Do not count processed meats such as bacon or ham)\"" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure"
3761-0.0,3.32E-05,6.22E-05,0.000355556,0.000150323,3761,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,100044,"Age hay fever, rhinitis or eczema diagnosed",118356,132315,Complete,Integer,years,Data,Primary,Unisex,4,1,ACE touchscreen question \What was your age when the hayfever
20535-0.0,0.000206443,6.15E-05,0.000377778,0.000215257,20535,Online follow-up > Mental health > Depression,138,Waking too early,60900,60900,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Was that: [re sleep change] Waking too early\""  Question was asked when ~F20532~ was Yes."""
20527-0.0,0.000107496,6.11E-05,0.000311111,0.000159906,20527,Online follow-up > Mental health > Traumatic events,145,Been involved in combat or exposed to war-zone,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \In your life
20544-0.0-3,2.83E-05,6.03E-05,0.000333333,0.000140654,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
816-0.0,0.000324114,5.93E-05,0.000288889,0.000224092,816,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment,100064,Job involves heavy manual or physical work,288418,315178,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your work involve heavy manual or physical work?\"" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Physical work includes work that involves handling of heavy objects and use of heavy tools.      ~F816~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"""
20417-0.0,0.000174873,5.81E-05,0.000311111,0.000181362,20417,Online follow-up > Mental health > Anxiety,140,"Tense, sore, or aching muscles during worst period of anxiety",48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
1727-0.0,5.31E-05,5.81E-05,0.000288889,0.000133373,1727,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Ease of skin tanning,498391,529818,Complete,Categorical single,,Data,Primary,Unisex,3,1,"ACE touchscreen question \What would happen to your skin if it was repeatedly exposed to bright sunlight without any protection?\""   This question was dropped from the touchscreen protocol on 24/10/2016."""
1940-0.0,5.49E-05,5.67E-05,0.000333333,0.000148296,1940,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Irritability,501597,574023,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Are you an irritable person?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
1060-0.0,6.55E-05,5.62E-05,0.000311111,0.000144272,1060,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Time spent outdoors in winter,498736,570275,Complete,Integer,hours/day,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical DAY in winter
1767-0.0,2.32E-05,5.28E-05,0.000244444,0.000106837,1767,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Adopted as a child,501601,574027,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Were you adopted as a child?\"""""
1787-0.0,5.88E-05,5.28E-05,0.000266667,0.000126091,1787,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Maternal smoking around birth,494251,525778,Complete,Categorical single,,Data,Primary,Unisex,3,1,"ACE touchscreen question \Did your mother smoke regularly around the time when you were born?\""  ~F1787~ was collected from all participants except those who indicated they were adopted as a child"
20415-0.0,4.24E-05,5.15E-05,0.000266667,0.000120187,20415,Online follow-up > Mental health > Addictions,141,Ongoing addiction to alcohol,3590,3590,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Is this addiction ongoing?\""  Question was asked when ~F20406~ was Yes."""
20427-0.0,0.000466883,4.84E-05,8.89E-05,0.000201392,20427,Online follow-up > Mental health > Anxiety,140,Frequent trouble falling or staying asleep during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
20506-0.0,8.75E-05,4.82E-05,0.000288889,0.000141529,20506,Online follow-up > Mental health > Anxiety,140,Recent feelings or nervousness or anxiety,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20541-0.0,6.21E-06,4.74E-05,0.000288889,0.000114158,20541,Online follow-up > Mental health > Anxiety,140,Difficulty stopping worrying during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
23324-2.0,0.000310429,4.67E-05,0.000288889,0.000215331,23324,UK Biobank Assessment Centre > Cognitive function > Symbol digit substitution,502,Number of symbol digit matches made correctly,33626,36325,Accruing,Integer,correct-answers,Data,Derived,Unisex,2,1,"This is the number of symbols correctly matched to digits by the participant.   Note that it would be possible to get a high score here simply by repeated entering \1\"" very quickly as it would be correct 1/8 of the time and a large number of attempts could be made. For this reason"
4194-0.0,0.000328743,4.66E-05,0.000244444,0.000206599,4194,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,100007,Pulse rate,207961,235366,Complete,Integer,bpm,Data,Primary,Unisex,4,1,Pulse rate during arterial stiffness measurement
20460-0.0,0.000149203,4.65E-05,0.000177778,0.000124499,20460,Online follow-up > Mental health > Happiness and subjective well-being,147,Belief that own life is meaningful,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \To what extent do you feel your life to be meaningful?\"""""
4195-0.0,0.000386631,4.61E-05,0.000244444,0.00022572,4195,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,100007,Pulse wave reflection index,207961,235366,Complete,Integer,,Data,Primary,Unisex,4,1,reflection index is a measure of reflection A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. if 'b' is the height of direct wave peak and 'a' is the height of reflected wave peak the reflected index = (a/b) * 100%
2887-0.0,5.39E-05,4.59E-05,0.000266667,0.000122138,2887,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Number of cigarettes previously smoked daily,117989,131750,Complete,Integer,cigarettes/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \About how many cigarettes did you smoke on average each day? \"" The following checks were performed:  If answer   If answer > 150 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the total number of cigarettes (including both hand-rolled and manufactured cigarettes if both were smoked) For hand-rolled cigarettes:   - One ounce of tobacco makes about 30 cigarettes   - One gram of tobacco makes about 1 cigarette      ~F2887~ was collected from participants who indicated that in the past they smoked on most or all days"
20126-0.0,0.000357195,4.56E-05,0.000222222,0.000208339,20126,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Bipolar and major depression status,122972,122972,Complete,Categorical single,,Data,Derived,Unisex,1,1,"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."
23126-0.0,9.26E-05,4.56E-05,0.000177778,0.000105319,23126,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm predicted mass (left),492848,561911,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left arm predicted mass. in Kg, 0.1 increments."
20514-0.0,0.000218163,4.41E-05,0.000155556,0.000139264,20514,Online follow-up > Mental health > Depression,138,Recent lack of interest or pleasure in doing things,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
4631-0.0,0.001336299,4.40E-05,0.000222222,0.000534175,4631,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Ever unenthusiastic/disinterested for a whole week,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? \""  Question was introduced part way through fieldwork in April 2009."""
20468-0.0,6.36E-05,4.39E-05,0.000111111,7.29E-05,20468,Online follow-up > Mental health > Unusual and psychotic experiences,144,Ever believed in an un-real conspiracy against self,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Did you ever believe that there was an unjust plot going on to harm you or to have people follow you
20409-0.0,0.000123856,4.37E-05,0.000177778,0.000115096,20409,Online follow-up > Mental health > Alcohol use,142,Frequency of feeling guilt or remorse after drinking alcohol in last year,85195,85195,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \How often during the last year have you had a feeling of guilt or remorse after drinking?\""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding \""prefer not to answer\"" to one of these trigger questions were scored as 1 for that question."""
