Pheno_code,ShapValues_cv,TotalGain_cv,TotalCover_cv,Ensemble,FieldID,Path,Category,FieldName,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Notes
20422-0.0,1.73E-05,8.37E-06,4.44E-05,2.34E-05,20422,Online follow-up > Mental health > Anxiety,140,More irritable than usual during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
20491-0.0,1.53E-05,7.95E-06,4.44E-05,2.26E-05,20491,Online follow-up > Mental health > Traumatic events,145,Someone to take to doctor when needed as a child,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \When I was growing up... There was someone to take me to the doctor if I needed it\"""""
20548-0.0-5,1.02E-05,7.63E-06,4.44E-05,2.08E-05,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
2936-0.0,2.12E-06,7.43E-06,4.44E-05,1.80E-05,2936,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Likelihood of resuming smoking,122708,137168,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you think you may start smoking again?\"" ~F2936~ was collected from participants who indicated that in the past they smoked tobacco on most or all days"
2000-0.0,5.52E-05,7.25E-06,2.22E-05,2.82E-05,2000,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Worry too long after embarrassment,501595,574021,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you worry too long after an embarrassing experience?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
2453-0.0,1.65E-06,7.24E-06,2.22E-05,1.04E-05,2453,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,100044,Cancer diagnosed by doctor,501570,573996,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Has a doctor ever told you that you have had cancer?\"" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had cancer"
4642-0.0,1.92E-05,7.05E-06,4.44E-05,2.36E-05,4642,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Ever manic/hyper for 2 days,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Have you ever had a period of time lasting at least two days when you were feeling so good
1538-0.0,4.88E-07,6.97E-06,2.22E-05,9.89E-06,1538,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Major dietary changes in the last 5 years,501604,574030,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you made any major changes to your diet in the last 5 years?\"""""
1210-0.0,2.49E-06,6.86E-06,4.44E-05,1.79E-05,1210,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Snoring,501610,574036,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your partner or a close relative or friend complain about your snoring?\"" If the participant activated the Help button they were shown the message:     If you are unsure"
20544-0.0-10,4.24E-06,6.82E-06,4.44E-05,1.85E-05,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-13,1.43E-06,6.78E-06,4.44E-05,1.76E-05,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
1349-0.0,2.09E-05,6.70E-06,4.44E-05,2.40E-05,1349,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Processed meat intake,501606,574032,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How often do you eat processed meats (such as bacon
20551-0.0-3,1.23E-06,6.60E-06,4.44E-05,1.74E-05,20551,Online follow-up > Mental health > Addictions,141,Substance of prescription or over-the-counter medication addiction,1317,1430,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Was this addiction or dependence to one of the following? (tick all that apply)\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20503~ was Yes."""
20425-0.0,2.74E-06,6.22E-06,4.44E-05,1.78E-05,20425,Online follow-up > Mental health > Anxiety,140,Ever worried more than most people would in similar situation,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \People differ a lot in how much they worry about things. Did you ever have a time when you worried a lot more than most people would in your situation?\"""""
6374-2.0,0.000108591,6.21E-06,4.44E-05,5.31E-05,6374,UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion,501,Number of puzzles viewed,33604,36343,Accruing,Integer,attempts,Data,Primary,Unisex,2,1,This is the number of puzzles which the participant viewed irrespective of whether they supplied any answer (though the were unable to progress to the next puzzle without supplying an answer). The range is 0-15.   If the participant did not attempt all 15 puzzles then this value is likely to be greater than the number of entries for ~F6332~ and ~F6333~ as it will usually include a last puzzle which was viewed by the participant but for which an answer was not selected within the overall time limit.
4548-0.0,2.05E-05,5.13E-06,2.22E-05,1.60E-05,4548,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Health satisfaction,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how satisfied are you with your HEALTH?\""  Question was introduced part way through fieldwork in April 2009."""
3731-0.0,5.49E-06,5.06E-06,2.22E-05,1.09E-05,3731,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Former alcohol drinker,42323,45489,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Did you previously drink alcohol?\"" ~F3731~ was collected from participants who indicated they never drink alcohol"
2070-0.0,9.63E-07,4.71E-06,2.22E-05,9.30E-06,2070,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Frequency of tenseness / restlessness in last 2 weeks,501592,574018,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Over the past two weeks
5452-0.0,3.31E-06,4.38E-06,2.22E-05,9.97E-06,5452,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain when standing still or sitting,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does this pain ever begin when you are standing still or sitting?\"" ~F5452~ was collected from participants who indicated that they get a pain in either leg on walking"
3773-0.0,5.29E-06,4.12E-06,2.22E-05,1.05E-05,3773,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,100048,Knee pain for 3+ months,116186,122275,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you had knee pains for more than 3 months?\"" ~F3773~ was collected from participants who indicated that in the last month they experienced knee pain that interfered with their usual activities"
1747-0.0,6.18E-06,4.01E-06,2.22E-05,1.08E-05,1747,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,"Hair colour (natural, before greying)",501591,533588,Complete,Categorical single,,Data,Primary,Unisex,3,1,ACE touchscreen question \What best describes your natural hair colour? (If your hair colour is grey
6373-2.0,1.41E-06,3.94E-06,2.22E-05,9.19E-06,6373,UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion,501,Number of puzzles correctly solved,33604,36343,Accruing,Integer,correct-answers,Data,Primary,Unisex,2,1,This is the number of puzzles for which the participant gave the correct solution. It should be used in conjunction with ~F6374~ which describes the number of puzzles attempted. The range is 0-15.
20471-0.0,1.58E-06,3.85E-06,2.22E-05,9.22E-06,20471,Online follow-up > Mental health > Unusual and psychotic experiences,144,Ever seen an un-real vision,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did you ever see something that wasn't really there that other people could not see?\"""""
4728-0.0,2.86E-05,3.85E-06,2.22E-05,1.82E-05,4728,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain on walking,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you get a pain in either leg on walking?\"""""
20548-0.0-1,9.13E-06,3.80E-06,2.22E-05,1.17E-05,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
1190-0.0,1.38E-05,3.79E-06,2.22E-05,1.33E-05,1190,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Nap during day,501611,574037,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you have a nap during the day?\"" If the participant activated the Help button they were shown the message:     If this varies a lot"
6771-2.0,3.13E-05,3.74E-06,2.22E-05,1.91E-05,6771,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Errors before selecting correct item in alphanumeric path (trail #2),15235,27653,Accruing,Integer,error-count,Data,Derived,Unisex,2,24,Errors before selecting a particular correct item in alphanumeric path (trail #2). Only values greater than zero are recorded.  It is possible that the value recorded here is less than the sum of the values in ~F6351~ since this field does not count mistakes made on the latest circle when the trail timed-out before it was correctly selected.
20550-0.0-1,3.31E-06,3.32E-06,2.22E-05,9.61E-06,20550,Online follow-up > Mental health > Anxiety,140,Activities undertaken to treat anxiety,24208,29157,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,Question asked: \Did you ever try talking therapies for these problems
20423-0.0,3.88E-06,3.23E-06,2.22E-05,9.78E-06,20423,Online follow-up > Mental health > Anxiety,140,Keyed up or on edge during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
5463-0.0,1.63E-06,3.19E-06,2.22E-05,9.01E-06,5463,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain in calf/calves,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you get this pain in your calf (calves)?\"" ~F5463~ was collected from participants who indicated that they get a pain in either leg on walking"
5507-0.0,1.37E-05,3.18E-06,2.22E-05,1.30E-05,5507,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain on walking : action taken,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \What do you do if you get pain when you are walking?\"" ~F5507~ was collected from participants who indicated that they get a pain in either leg on walking"
2010-0.0,1.79E-06,3.16E-06,2.22E-05,9.06E-06,2010,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Suffer from 'nerves',501595,574021,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you suffer from 'nerves'?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
6349-2.0,1.78E-05,3.01E-06,2.22E-05,1.43E-05,6349,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Total errors traversing numeric path (trail #1),33992,36778,Accruing,Integer,error-count,Data,Primary,Unisex,2,1,Total errors made while traversing numeric path. A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process prior to making any mistakes - see ~F6348~ to determine whether they actually completed the trail.
20544-0.0-18,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20551-0.0-4,0,,,,20551,Online follow-up > Mental health > Addictions,141,Substance of prescription or over-the-counter medication addiction,1317,1430,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Was this addiction or dependence to one of the following? (tick all that apply)\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20503~ was Yes."""
20544-0.0-12,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-2,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20548-0.0-7,0,,,,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
20546-0.0-1,0,,,,20546,Online follow-up > Mental health > Depression,138,Drugs or alcohol  taken for depression,45709,54575,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Did you ever try the following for these problems? (tick all that apply)\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20446~ was Yes or ~F20441~ was Yes."""
20551-0.0-2,0,,,,20551,Online follow-up > Mental health > Addictions,141,Substance of prescription or over-the-counter medication addiction,1317,1430,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Was this addiction or dependence to one of the following? (tick all that apply)\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20503~ was Yes."""
20548-0.0-6,0,,,,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
20549-0.0-4,0,,,,20549,Online follow-up > Mental health > Anxiety,140,Substances taken for anxiety,26499,32400,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Did you ever use the following for the worry or the problems it caused? (tick all that apply):\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months."""
20549-0.0-1,0,,,,20549,Online follow-up > Mental health > Anxiety,140,Substances taken for anxiety,26499,32400,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Did you ever use the following for the worry or the problems it caused? (tick all that apply):\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months."""
20549-0.0-3,0,,,,20549,Online follow-up > Mental health > Anxiety,140,Substances taken for anxiety,26499,32400,Accruing,Categorical multiple,,Data,Primary,Unisex,1,3,"Question asked: \Did you ever use the following for the worry or the problems it caused? (tick all that apply):\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months."""
20547-0.0-3,0,,,,20547,Online follow-up > Mental health > Depression,138,Activities undertaken to treat depression,40335,47683,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,Question asked: \Did you ever try talking therapies for these problems
20550-0.0-3,0,,,,20550,Online follow-up > Mental health > Anxiety,140,Activities undertaken to treat anxiety,24208,29157,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,Question asked: \Did you ever try talking therapies for these problems
1980-0.0,0,,,,1980,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Worrier / anxious feelings,501595,574021,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Are you a worrier?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20544-0.0-16,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-14,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
398-0.1,0,,,,398,UK Biobank Assessment Centre > Cognitive function > Pairs matching,100030,Number of correct matches in round,498734,1168787,Complete,Integer,,Data,Primary,Unisex,4,3,"This is the number of correct matches in the round. It should always be 3 for a 2x3 game and 6 for a 3x4 game, unless the participant abandoned before finishing."
6770-2.0,0,,,,6770,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Errors before selecting correct item in numeric path (trail #1),11100,14038,Accruing,Integer,error-count,Data,Derived,Unisex,2,24,Errors before selecting a particular correct item in numeric path (trail #1). Only values greater than zero are recorded.  It is possible that the value recorded here is less than the sum of the values in ~F6349~ since this field does not count mistakes made on the latest circle when the trail timed-out before it was correctly selected.
1677-0.0,0,,,,1677,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Breastfed as a baby,501592,533589,Complete,Categorical single,,Data,Primary,Unisex,3,1,"ACE touchscreen question \Were you breastfed when you were a baby?\""   This question was dropped from the touchscreen protocol on 24/10/2016."""
5529-0.0,0,,,,5529,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Surgery on leg arteries (other than for varicose veins),51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you ever had surgery on the arteries of your legs (other than for varicose veins)?\"" ~F5529~ was collected from participants who indicated that they get a pain in either leg on walking"
5540-0.0,0,,,,5540,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Surgery/amputation of toe or leg,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you ever had surgery to remove any of the following?\"" ~F5540~ was collected from participants who indicated that they get a pain in either leg on walking"
2296-0.0,0,,,,2296,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Falls in the last year,501582,574008,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In the last year have you had any falls?\"""""
2443-0.0,0,,,,2443,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,100044,Diabetes diagnosed by doctor,501570,573996,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Has a doctor ever told you that you have diabetes?\"" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had diabetes"
3404-0.0,0,,,,3404,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,100048,Neck/shoulder pain for 3+ months,123788,129390,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you had neck or shoulder pains for more than 3 months?\"" ~F3404~ was collected from participants who indicated that in the last month they experienced neck or shoulder pain that interfered with their usual activities"
3799-0.0,0,,,,3799,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,100048,Headaches for 3+ months,106303,111428,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you had headaches for more than 3 months?\"" ~F3799~ was collected from participants who indicated that in the last month they experienced headache that interfered with their usual activities"
31-0.0,0,,,,31,Population characteristics > Baseline characteristics,100094,Sex,502484,502484,Complete,Categorical single,,Data,Primary,Unisex,1,1,"Sex of participant.  Acquired from central registry at recruitment, but in some cases updated by the participant. Hence this field may contain a mixture of the sex the NHS had recorded for the participant and self-reported sex."
20122-0.0,0,,,,20122,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Bipolar disorder status,1615,1615,Complete,Categorical single,,Data,Derived,Unisex,1,1,"This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."
20407-0.0,0,,,,20407,Online follow-up > Mental health > Alcohol use,142,Frequency of failure to fulfil normal expectations due to drinking alcohol in last year,85195,85195,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \How often during the last year have you failed to do what was normally expected from you because of drinking?\""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding \""prefer not to answer\"" to one of these trigger questions were scored as 1 for that question."""
20412-0.0,0,,,,20412,Online follow-up > Mental health > Alcohol use,142,Frequency of needing morning drink of alcohol after heavy drinking session in last year,85195,85195,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \How often during the last year have you needed a first drink in the morning to get yourself going after a heavy drinking session?\""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding \""prefer not to answer\"" to one of these trigger questions were scored as 1 for that question."""
20421-0.0,0,,,,20421,Online follow-up > Mental health > Anxiety,140,"Ever felt worried, tense, or anxious for most of a month or longer",157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Have you ever had a period lasting one month or longer when most of the time you felt worried
20502-0.0,0,,,,20502,Online follow-up > Mental health > Mania,139,Ever had period extreme irritability,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Have you ever had a period of time when you were so irritable that you found yourself shouting at people or starting fights or arguments?\"""""
20508-0.0,0,,,,20508,Online follow-up > Mental health > Depression,138,Recent trouble concentrating on things,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20518-0.0,0,,,,20518,Online follow-up > Mental health > Depression,138,Recent changes in speed/amount of moving or speaking,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20528-0.0,0,,,,20528,Online follow-up > Mental health > Traumatic events,145,Diagnosed with life-threatening illness,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \In your life
20533-0.0,0,,,,20533,Online follow-up > Mental health > Depression,138,Trouble falling asleep,60900,60900,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Was that: [re sleep change] Trouble falling asleep\""  Question was asked when ~F20532~ was Yes."""
20538-0.0,0,,,,20538,Online follow-up > Mental health > Anxiety,140,Worried most days during period of worst anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
20542-0.0,0,,,,20542,Online follow-up > Mental health > Anxiety,140,Stronger worrying (than other people) during period of worst anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
20544-0.0-17,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-5,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-1,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20544-0.0-7,0,,,,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20552-0.0-1,0,,,,20552,Online follow-up > Mental health > Addictions,141,Behavioural and miscellaneous addictions,2241,2327,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,"Question asked: \Were you addicted to (tick all that apply):\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20431~ was Yes."""
